,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
17,2002-06-18,0.31929157922186774,-72.24553444754454,73.19864970304876,0.31929157922186774,0.31929157922186774,-0.02815907835471763,-0.02815907835471763,-0.02815907835471763,-0.007335517546710843,-0.007335517546710843,-0.007335517546710843,-0.020823560808006788,-0.020823560808006788,-0.020823560808006788,0.0,0.0,0.0,0.2911325008671501
18,2002-06-19,0.32185215723729643,-76.56216395255245,71.53978814699215,0.32185215723729643,0.32185215723729643,0.18219443377436392,0.18219443377436392,0.18219443377436392,-0.12239914247264398,-0.12239914247264398,-0.12239914247264398,0.3045935762470079,0.3045935762470079,0.3045935762470079,0.0,0.0,0.0,0.5040465910116604
19,2002-06-20,0.3244127352527251,-75.94414045237353,69.91729435693811,0.3244127352527251,0.3244127352527251,0.6387843207880171,0.6387843207880171,0.6387843207880171,-0.010938039846348814,-0.010938039846348814,-0.010938039846348814,0.6497223606343658,0.6497223606343658,0.6497223606343658,0.0,0.0,0.0,0.9631970560407421
20,2002-06-21,0.3269733132681538,-70.90905255661963,74.00588471386098,0.3269733132681538,0.3269733132681538,0.07911785608307303,0.07911785608307303,0.07911785608307303,-0.9328388400163817,-0.9328388400163817,-0.9328388400163817,1.0119566960994548,1.0119566960994548,1.0119566960994548,0.0,0.0,0.0,0.40609116935122685
21,2002-06-24,0.33465504731443985,-64.86355599770087,76.87200649434644,0.33465504731443985,0.33465504731443985,2.295086809372738,2.295086809372738,2.295086809372738,0.1268980020876328,0.1268980020876328,0.1268980020876328,2.168188807285105,2.168188807285105,2.168188807285105,0.0,0.0,0.0,2.629741856687178
22,2002-06-25,0.33721562532986854,-69.9600894435176,74.16365222605134,0.33721562532986854,0.33721562532986854,2.5565082372125683,2.5565082372125683,2.5565082372125683,-0.007335517546028518,-0.007335517546028518,-0.007335517546028518,2.563843754758597,2.563843754758597,2.563843754758597,0.0,0.0,0.0,2.8937238625424366
23,2002-06-26,0.33977620334529723,-68.50824826106084,74.1315456069656,0.33977620334529723,0.33977620334529723,2.8350631877340864,2.8350631877340864,2.8350631877340864,-0.12239914247299455,-0.12239914247299455,-0.12239914247299455,2.957462330207081,2.957462330207081,2.957462330207081,0.0,0.0,0.0,3.1748393910793835
24,2002-06-27,0.34233678136072593,-65.4644570016698,71.18917777796236,0.34233678136072593,0.34233678136072593,3.333562348669278,3.333562348669278,3.333562348669278,-0.010938039845724345,-0.010938039845724345,-0.010938039845724345,3.344500388515003,3.344500388515003,3.344500388515003,0.0,0.0,0.0,3.675899130030004
25,2002-06-28,0.34489735937615457,-69.0440005841399,76.56997559880796,0.34489735937615457,0.34489735937615457,2.7875241741839862,2.7875241741839862,2.7875241741839862,-0.9328388400162194,-0.9328388400162194,-0.9328388400162194,3.7203630142002058,3.7203630142002058,3.7203630142002058,0.0,0.0,0.0,3.132421533560141
26,2002-07-01,0.35257909342244065,-70.55177646634414,79.9933373237458,0.35257909342244065,0.35257909342244065,4.862802927485803,4.862802927485803,4.862802927485803,0.1268980020866293,0.1268980020866293,0.1268980020866293,4.735904925399174,4.735904925399174,4.735904925399174,0.0,0.0,0.0,5.215382020908244
27,2002-07-02,0.3551396714378693,-62.819410773051345,70.8185494493715,0.3551396714378693,0.3551396714378693,5.015601772241605,5.015601772241605,5.015601772241605,-0.007335517545091853,-0.007335517545091853,-0.007335517545091853,5.022937289786697,5.022937289786697,5.022937289786697,0.0,0.0,0.0,5.370741443679474
28,2002-07-03,0.357700249453298,-74.02066102248077,81.2357490928663,0.357700249453298,0.357700249453298,5.155447282352019,5.155447282352019,5.155447282352019,-0.1223991424725496,-0.1223991424725496,-0.1223991424725496,5.277846424824569,5.277846424824569,5.277846424824569,0.0,0.0,0.0,5.513147531805317
29,2002-07-05,0.36282140548415537,-65.9467195619404,76.18620081890593,0.36282140548415537,0.36282140548415537,4.745753142830237,4.745753142830237,4.745753142830237,-0.9328388400159271,-0.9328388400159271,-0.9328388400159271,5.6785919828461635,5.6785919828461635,5.6785919828461635,0.0,0.0,0.0,5.108574548314392
30,2002-07-08,0.37050313953044145,-63.833875988869444,76.95767951652871,0.37050313953044145,0.37050313953044145,6.0986225405847145,6.0986225405847145,6.0986225405847145,0.12689800208808433,0.12689800208808433,0.12689800208808433,5.9717245384966295,5.9717245384966295,5.9717245384966295,0.0,0.0,0.0,6.469125680115156
